"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","IDC: Request Cycles Active","%","0.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fmaheavy Cycles Active","%","0.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio Pq Read Cycles Active","%","0.07",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio Pq Write Cycles Active","%","0.07",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Aluheavy Cycles Active","%","0.06",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fma Cycles Active","%","0.05",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Mio2rf Writeback Active","%","0.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Xu","%","0.02",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Memory Throughput Internal Activity","%","0.02",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Cbu Pred On Any","%","0.01",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Uniform","%","0.01",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Ipa","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Inst Executed Pipe Tex","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Instruction Throughput Internal Activity","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Fp64 Cycles Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Tensor Cycles Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute Throughput Breakdown","SM: Pipe Tma Cycles Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: T Sectors","%","5.07",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: Xbar2syslts Cycles Active","%","4.89",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","GPU: Compute Memory Request Throughput Internal Activity","%","4.84",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","DRAM: Cycles Active","%","4.52",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","DRAM: Dram Sectors","%","3.55",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Sectors","%","2.06",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: T Tag Requests","%","1.10",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: Xbar2lts Cycles Active","%","1.06",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: T Sectors","%","1.04",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: Lts2xbar Cycles Active","%","0.76",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","GPU: Compute Memory Access Throughput Internal Activity","%","0.72",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: T Tag Requests","%","0.50",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Sectors","%","0.42",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Lsuin Requests","%","0.22",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Texin Sm2tex Req Cycles Active","%","0.19",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Sectors Fill Device","%","0.15",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Pipe Lsu Wavefronts","%","0.13",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Lsu Writeback Active","%","0.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M L1tex2xbar Req Cycles Active","%","0.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M Xbar2l1tex Read Sectors","%","0.06",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: Syslts2xbar Cycles Active","%","0.06",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Bank Reads","%","0.01",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Bank Writes","%","0.01",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Data Pipe Tex Wavefronts","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: F Wavefronts","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: M Xbar2l1tex Read Sectors Mem Dshared","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Tex Writeback Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L1: Tmain Requests","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","L2: D Atomic Input Cycles Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Atomic Input Cycles Active","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput Breakdown","SYSLTS: D Sectors Fill Sysmem","%","0",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","SpeedOfLight","","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.0 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","L1/TEX peak local/global writeback cycles","","84",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","L1/TEX active local/global writeback cycles per second","Mhz","27.40",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","L2 peak writeback cycles","","64",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","L2 active writeback cycles per second","Ghz","1.14",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","Theoretical Predicated-On FFMA Thread Instructions Executed","inst/cycle","10752",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","","Predicated-On FFMA Thread Instructions Executed Per Cycle","inst/cycle","0.43",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Roofline","Theoretical Predicated-On FFMA Operations","inst","21504",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Roofline","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Roofline","Theoretical DRAM Bytes Accessible","byte/cycle","64",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Roofline","DRAM Frequency","Ghz","14.68",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Roofline","Theoretical Predicated-On FFMA Operations","inst","21504",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Roofline","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Roofline","Theoretical L2 Cache Bytes Accessible","Kbyte","2.05",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Roofline","L2 Cache Frequency","Ghz","2.34",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Roofline (Global/Local)","Theoretical Predicated-On FFMA Operations","inst","21504",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Roofline (Global/Local)","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Roofline (Global/Local)","Theoretical L1/TEX Cache Bytes Accessible","","10752",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Roofline (Global/Local)","L1/TEX Cache Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Achieved Value","Predicated-On FFMA Operations Per Cycle","inst","0.86",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Achieved Value","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Achieved Value","Predicated-On FADD Thread Instructions Executed Per Cycle","inst/cycle","1.29",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Achieved Value","Predicated-On FMUL Thread Instructions Executed Per Cycle","inst/cycle","1.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","DRAM Achieved Value","DRAM Bandwidth","Gbyte/s","42.52",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Achieved Value","Predicated-On FFMA Operations Per Cycle","inst","0.86",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Achieved Value","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Achieved Value","Predicated-On FADD Thread Instructions Executed Per Cycle","inst/cycle","1.29",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Achieved Value","Predicated-On FMUL Thread Instructions Executed Per Cycle","inst/cycle","1.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L2 Achieved Value","L2 Cache Bandwidth","Gbyte","36.56",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Achieved Value (Global/Local)","Predicated-On FFMA Operations Per Cycle","inst","0.86",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Achieved Value (Global/Local)","SM Frequency","Ghz","2.03",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Achieved Value (Global/Local)","Predicated-On FADD Thread Instructions Executed Per Cycle","inst/cycle","1.29",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Achieved Value (Global/Local)","Predicated-On FMUL Thread Instructions Executed Per Cycle","inst/cycle","1.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","GPU Speed Of Light Hierarchical Roofline Chart (Single Precision)","L1 Achieved Value (Global/Local)","L1 Cache Bandwidth (Global/Local)","","3506849315.07",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","Compute Workload Analysis","","Executed Ipc Active","inst/cycle","0.08",
"0","407","python3.12","127.0.0.1","triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0","1","7","(64, 1, 1)","(16, 1, 1)","0","12.0","Compute Workload Analysis","","Executed Ipc Elapsed","inst/cycle","0.01",
